ulasan,sentiment_label
Saya sudah bayar pakek telkomsel kenapaa masih berlangganan sayaa dah capek ama aplikasi ini,negative
"tolong tambah serial-serial jadul macem tv misteri, jadi pocong, atau rahasia ilahi yg jadul",positive
Bagus&baik,positive
Disnep hotar pelit,negative
"Sumpah banyak bungnya, selalu loading walaupun wifi kenceng. Padahal buka Netflix lancar bangettt",negative
"Saat menonton saya mengatur resolusi menjadi 1080p tapi kok masih serasa 360p, mohon di perbaiki",positive
"Sebenarnya bagus, tapi di JPN ngakbisa di buka someting wrong. Mohon bantuannya.",positive
NI APLIKASI ENAK BANGETT,positive
Can't play save donwloaded movie.,negative
"How can we login, if you send code to our mobile, but you aps bloking to minimize to see the code??? Hope you fix it We can get your code",positive
Paket disney di murah kan lagi. Di banyakin promo2nya,positive
"Sementara ini, cuma ada satu kekurangan, ketika sedang nonton kemudian video mau di percepat 10 detik, background nya menutupi video menjadi kurang nyaman saat melakukan hal tersebut. Mungkin tim developer bisa merubah cara kerja nya, di buat sedikit transparan saja agar video tetap muncul saat pengguna menggunakan fitur percepat 10 detik nya seperti aplikasi tetangga. Terima kasih..",positive
Saya Suka Aplikasi Ini Tetapi Tolong Tambahkan Film The Karate Kid Dan Cloudy Meatballs With A Change Saya Sangat Ingin Menonton nya,positive
Tidak bisa masuk akun sudah coba beberapa kali tpi tidak ada kode otp yg dikiriman melalui sms maupun telfon,negative
"tolong di fix bug login, udah kirim kode tapi pesan/sms gak masuk, mending kode masuk dibikin di WhatsApp aja, jadi gak susah login, lewat telphone juga sama gak ada sama sekali",positive
"Sudah daftar no HP dapat kode Verifikasi.. Langsung aktip, tapi saya mau masukan kode tv enggak bisa.. Enggak ada",positive
"?⅒!""",positive
"BURUK, PELAYANAN BURUK. TIDAK BISA LOG IN",negative
Apalikasi disney hotstar memang mantap,positive
"Disney Hotstar sedang gangguan kah? Tolong informasinya dong, saya mau nonton film dari kemarin sore tgl 20-01-23 tidak bisa diputar padahal sudah update versi terbaru",positive
Mkin mhl ja tiket msuk k aplikasi disney... Dlu 20 sbln skrg 40 rb..naik seratus persen..pdhl aplikasi lain ada yg grts tnp tiket msuk dan filmny byk yg baru,positive
Knapa ga bisa login dahhh,positive
"Sudah berlanganan tapi tidak bisa menonton, sudah email dan uninstal tapi masih tetap tidak bisa menonton",positive
"Sedikit kecewa sih,setiap ada film baru kita harus menunggu sampai bermingu² padahal kita kan untuk berlangganan harus bayar bukan gratis,,jadi tolong deh di perbaiki lagi ,kalau bisa setiap ada film baru jangan ada akan datang nya,ya langsung aja gitu film nya bisa di tonton",negative
Tolong perbaiki sistem pendebitan nya. Saya sudah langganan tahunan. Kenapa masih dindebit lagi untuk berlanganan bulanan mellui akun DANA saya tolong kembalikan uangvsaya,positive
Mantap,positive
"Aplikasi nya sangat bagus, tapi knp di android tv tidak bisa di update ya? Dan film sudah di hari biasa update, tidak ada update episode baru nya",positive
Mantab,positive
"Makin lengkap film² nya, makin rame ni Disney.",positive
sangat tidak memuaskan film apapun selalu di potong gak full.,negative
ok,positive
bagus🖒🖒🖒🖓🖒🖒🖒🖒,positive
Untuk sekarang jelek bgt saya coba ganti resolusi ke 1080 masih aja di 360,negative
Jangan Berbayarlah Ajg,positive
"Mengapa saya tidak bs menonton disney pdhl sudah berlangganan 1thn. Dan blm ada sebulan sdh tidak bs ditonton, selalu ada tulisan kesalahan.",negative
Pilih resolusi yg 1080p tapi kok gambarnya pecah-pecah,negative
Mantap disneyyyyyy,positive
Cara daftar akun/log in nya gmn si kok no sy ga bisa daftar ???,positive
"Kurang bagus pelayanan Disney hotstar, flim yg ditonton banyak yang lelet pada hal berlangganan 1 tahun. Saya sangat kecewa.....",negative
Napa ga bisa nonton 1 akun berdua secara lgsg dah?,positive
"Untuk Aplikasi Dan Film Nya Sudah Bagus, Tapi Kalau Bisa Tambahin Avangers Dong Hehe",positive
"Sy sdh berlangganan tp mw putar film keterangan media tdk tersedia di perangkat anda ini knp ini ? Bkin rugi"" sy sj aplikasi ini",negative
Disney udh mulai berani nyisipin movie berbau LGBT.. Di film Strange world..,negative
Tolong tambahkan film luar angkasa,positive
Zsf,positive
Biaya nya kemahalan,positive
Apakah ini harus berlangganan untuk nonton?,positive
"Bagus, filmnya bagus2, khususnya fans Disney dan marvel",positive
Buatlah pilihan video 240 p. Trims,positive
Sulit berlangganan,negative
Susah buat streaming sinyal harus sekenceng NASA kalau mau streaming enak,positive
"kalian gatau sbrapa keselnya aku lg nonton malah filmnya bug, mana kadang sring telat subtitlenya. Tolong diperbaiki agr duitku tdk sia sia",positive
Bagus aplikasi nya cuma kadang ada masalah jaringan padahal jaringan nya baik baik aja tolong di perbaiki lagii,positive
"Gak bisa digunakan di tablet 😑 suara tak ada, gambar pun tak ada",positive
"Aplikasi gak jelas , gak boleh daftar pake pulsa ,, padahal pulsa gua lebih dari cukup buat bayar tagihan + pajak perbulan nya ,, puksa anda tidak mencukupi,bilang aja mau nya pake duit dari shopee pay Taekkk",negative
Mantapp,positive
nais,positive
ALPIKASI YG SANGAT JELEK MENONTON HARUSS MEBAYAR DI IKLAN TIDAK MEMBAYAR INI ALPIKASI PENIPU JANGAN DOWNLOAD ALPIKASI INI,negative
Audio not support Dolby 5.1 using smart TV dolby 5.1 supported.,positive
masih ada beberapa suara yang kecil y,positive
"gak dapat kode otp utk login di tv, jadi gak bisa konek di tv, jadi percuma aja berlangganan, utk yang lain sy sarankan jangan download apps ini.",negative
Apk ndasmu masa tokyo revenger s2 harus bayar,negative
"Demi nonton Film Dokumenter Super Junior, aku download dan berlangganan aplikasi ini ☺",positive
"sudah berlangganan tapi tidak bisa jalan di android TV box MXQ, video tidak bisa di putar dan tidak ada suara, yang bisa jalan hanya Trailer nya saja, dan kadang ada suaranya,kadang tidak ada suara",negative
Kereennn O EM JI SO GOOD,positive
"Apk nya bgs tpi berbayar itu yg bikin kurang bagus, karna akU MISKINN!!",negative
very very rotten.,negative
𝘉𝘢𝘨𝘶𝘴,positive
Deskripsi,positive
Ok ok ok,positive
"PELIT JAWA, KEBIASAAN UDAH MAU ABIS PREM NGE LAG SIALAN, ANA MAU NNTN BARENG BULET JADI GABISA NI JAWA NGONDEK",negative
"Mohon diperbaiki, setiap next video ber episode banyak dengan rating batasan umur, pasti pilihan untuk fullscreen di pojok kanan atas menghilang dan harus buka videonya kembali lewat halaman utama. Hp saya samsung S10+, SoC exynos.",positive
Coba dulu,positive
Gak bagus ni apk . Tapi boong,negative
"Apk ny sangat membantu, terima kasih",positive
👍,positive
"Aplikasi ini bagus sih, bisa mengatur audio & subtitel sesuka hati kita, dibandingkan yang lain, misal audio A dan B terpisah, Mungkin bisa ditambahin film & series terbaru, 3 dulu sementara😆😁😁",positive
"Aplikasi nya bagus dan buat saya ga terlalu banyak kendala, tapi saya mau kasih saran sedikit tolong secepatnya rilis untuk versi di dekstop khususnya windows agar bisa nonton offline juga di laptop/pc lewat video yang sudah di download terimakasih",positive
Apk nya bagus,positive
Habis log out ga bs masuk lagi Norak,positive
Buffering,positive
Opsional,positive
Susah nyambungin ke tv,negative
Menyesal aku download ku cari serial kesukaan nggak ada!! 😡😡,positive
Kreen,positive
"disney sekarang makin parah pake wifi aja gabisa kudu pake data, menyebalkan syekali monntodd",negative
Burik,positive
"Baru coba langganan tapi kenapa yaaa nonton di tv tidak bisa hanya bufring saja, sedangkan di ponsel bisa. Mohon bantuannya",positive
Oke,positive
webnya jeleg,negative
"Aplikasi nya sebenarnya bagus cuma koleksi animenya kurang, jadi saya harap bisa di Tambahh",positive
"Tetiba, gkbisa donlod,,, Harus upgrade gk jelaass!!!",negative
Filmnya bagus2 sih. Tp bikin jengkel. Bentar bentar buffering..sebel. Nyaaka senit buffer nya 3 menit. Sebel kan? Jd gk enjoy nikmatinnya. Pdhl aku suka sekali drama2 nya. Diperbaiki dong.,negative
Peluncuran film baru sekarang telat,positive
Gabut 😌,positive
"Hallo kak saya mau nonton serial Drama India Anupama di sini, tpi pas saya buka aplikasi nya ga ada muncul serial nya ya, makasih",negative
bagaimana instal aplikasi disney+ hotstar di PC ?,positive
Keren.... Tapi filmnya kebanyakan yg jadul ya ?,positive
Apk ini bagus gk ada kendala tapi saya menghubungkan ke tv tidak bisa,positive
Ko saya sambungin ke smart TV saya bisa tpi pas di stel video nya malah gk muncul gambar nya yg di TV tpi klo di HP mah muncul gmn tuh???,positive
Setelah di download dan berlangganan film dan serial TV nya gak bisa di putar,negative
"tolong perbaiki kualitas videonya, padahal udah di setting ke full hd tapi masih aja pecah videonya",negative
"Bug parah kalo nonton di laptop, kirain jaringan yang bermasalah tetapi pas ganti tempat streaming lancar² aja",negative
"Kenapa selalu stuck di logo Disney hotstar terus , tolong perbaiki lagi aplikasi nya supaya tidak stuck lagi",positive
Kenapa Disney belum ada di smart tv indonesia? Padahal saya pengen nonton channel ini,negative
"Mengahdirkan suguhan televisi dan film yang sangat menarik terutama bagi penggemar dengan harga terjangkau. Namun sayangnya, aplikasi memiliki beberapa kekurangan seperti ukuran font subtitle yang terlalu kecil, tidak ada pengaturan cahaya, tak ada jadwal tayangan perdana, dan UI aplikasi yang terlalu biasa saja.",negative
Good,positive
Seru,positive
Saya sangat menunggu anime Tokyo revengers,negative
Mudah-mudahan filmnya makin banyak yah pilihannya,positive
sinyal kuat sudah berlangganan tapi kode otpnya ga masuk2 gajelas,negative
"Seru sih, tpi pas langganan gw abis malah otomatis bayar jadinya ga cukup game yg mau gw beli",positive
Kena eror nl 4030 trus padahal sebelumnya aman2aja🤦,positive
Kenapa dengan kualitas videonya ya. Padahal sudah yang paling tinggi tapi pada saat diputar video masih seperti kualitas paling rendah,positive
Film nya lengkap apalagi langganan setahun juga gak mahal,negative
"Kesal, padahal udah selesai pembayaran langganan , tau nya saldo d tarik tapi kita masih belum berlangganan 😡😡 KECEWA!!!",negative
Ini aplikasi banyak error. Padahal sudah berlangganan tetapi sering mengecewakan.,negative
"Baru download, belum di coba 3 lintang dulu yah..",positive
Itu gimana sih cara melihat filemnya kadang itu harus bayar dulu baru bisa dahlah..,negative
Tolong dong Min tambahkan film nya tiap minggu biar gag bosan nonton nya.. bintang kalau udah ada tambahan film nya...🙏,positive
"Error mulu aplikasinya ,",negative
Pristono,positive
"Lumayanlah,tp film nya makin banyak dong ....",positive
Suka si biaya murah dan hd,positive
Bagus. Kalo udh gratis gw kasih bintang 5 awoakoskaoak,positive
Akhirnya bisa memilih yang perbulan selain dari transaksi debit...,positive
Apaan sih ini aplikasi orang itu mau nonton ini malah harus di bayar dulu semua nya aja serba bayar ih pede banget aplikasi mending ga di download dahlah hapus aja👎👎👎👎👎👎👎😠😠😠😠aplikasi🐖🐒🐽🐷🙊,positive
"Sya ksih 3 dulu,,,klo bgus bru tmbah lg",positive
Aplikasi Nya Bagus Tapi Kadang Kualitas Video Nya Walau Suka Pecah Walau Udah Kualitas tinggi,positive
Aku sangat suka dengan aplikasi nya tolong di perbaiki kenapa lama sekali berlangganan nya,positive
Bagus,positive
Good,positive
Bagus murah terimakasih,positive
"Lumayan bagus fitur dan film lengkap,, Cuman sayang aja harus berlangganan dulu baru bisa nonton filmnya,,",positive
Dicoba dulu ajj,positive
"Saya lagi di France tapi kenapa akun saya gak gak bisa masuk, sebelumnya saya disuruh konfirmasi lokasi setelah di konfirmasi malah gak bisa masuk mulu, bagaimana sih. Udh berulang kali saya buat masuk tapi gak bisa, mana sebelumnya saya udh perpanjang akun rupanya gak bisa dipakai sayang dong uang saya",positive
Aplikasi jelek. Udah bayar pas nonton sebentar2 buffering padahal sinyal 4G+ Kayak nonton youtube zaman pentium 4 windows vista. Bikin aplikasikasi bukannya maju kok kualitasnya mundur. Helo Pesaingmu lari jauh woy...,positive
Ok,positive
"Sangat bagus sekali saya suka banget, tetapi kalau boleh saran bisa ditambahkan film film lama ya",positive
Salah kasih kode berkali2 smpe gk bisa isi kode lagi😭,negative
Udah seneng bisa langganan pake pulsa eh ternyata cuman bisa pake Telkomsel hadeh,positive
Download Disney KARNA pengen nonton tokrev S2 kita satu server,positive
Verigood,positive
Ga asik,negative
"Sudah berlangganan melalui Telkomsel tp kok pas klik harus bayar lagi tidak kaya dulu bisa langsung masuk, terus pas mau bayar ga bisa jg.. mohon penjelasannya 🙏",negative
Bug freezenya ganggu,negative
"Apk nya bagus, tapi saya rasa film nya masih kurang banyak. Khususnya film-film Hollywood Dan kenapaya film dari DCEU tidak ada di sini Apa karena saingannya Marvel? Dan tolong tambahkan fitur rating juga pada setiap film/series",positive
"Ni aplikasi knp dah ,udh beli di hp kok disambungkan ke tv gk bisa,awal beli langsung nonton di tv masih bisa, setelahnya, mau nonton yg kedua udh gak ada lg tanda untuk sambungin ke tv ,udh gk bisa lg nonton di tv, tolong perbaikannya",positive
"Keluhan sama , kualitas sering menurun kalo streaming di handphone , kalo tv android sering buffering padahal wifi bagus kadang harus restart tv nya mengganggu sih , film nya kurang banyak Kelebihannya paketnya murah.",negative
"Apk ny udh bagus, tpi masih ada sedikit kekurangan seperti gk bisa rekam layar walau sudah berlangganan, mohon agar bisa rekam layar bagi yg berlangganan",positive
Knp g muncul d layar ya app nya,positive
Keren,positive
Disney+ hotstar masih tetap jossss...lancar jaya...w suka.min request tambahin superhero DC dan 007 dong.biar komplit kayak tetangga sebelah..heheehe😄thanks🥰🥰,positive
error terus,negative
Xxxxxxxxxxxxxxx kamu nanya,positive
Kesini karena mau tokyo ravangers s2 awikswoks,positive
"Mengapa ketika saya mencoba ber langganan menggunakan pulsa selalu tidak bisa, pdahal pulsa saya sudah melebihi batas yang tertera",positive
uda beli langganan mau nonton tokrev s2 eh ngga tayang sesuai jam molor lama banget kalah sama apk/web ilegal malahan payah banget anj,negative
"Taiiiiiii!!!! Jangan download aplikasi ini kalian bakal nyesel andai aja bisa kasih bintang nol tapi gak bisa alasannya berbayar,banyak iklan,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻",negative
Gua miskin,negative
Kenapa pada saat menggunakan jaringan wifi tidak bisa terbuka Selalu something went wrong Padahal jaringan wifi lancar sangat,negative
bagus tapi ada sedikit masalah gak tau apa cuman saya ngalamin. pas mau nonton tokrev di apk ini tuh gak bisa gk ada epsnya pdahal di webnya ada! jadi kerasa sia2 install apk ini kalo tetap harus ke webnya,negative
entah kenapa saya tidak bisa menonton Tokyo revenge padahal udah bayar,positive
Balikin Tokyo revengers ke Muse Indonesia woi Disney anj,negative
"Gr"" Nih apk kita"" Gabisa liat anime tokyo revengera",positive
"Ngapain pakek beli anime tokyo revenger tolol,banyak yg ga bisa nonton gara-gara ni aplikasi, trus nonton di sini bayar gajelas",negative
"Biasanya enak bisa nonton toktev di yt muse , skrg jadi susah ragara lu anj anj",positive
Gaara gara lu tokrep ngk tayang 😠😠😠,positive
Aplikasi buat orng kaya,positive
Apk berbayar,positive
"Overall lumayan bagus, cuman memiliki kelemahan yaitu tdk memiliki aturan kualitas, pencahayaan, font yg terlalu kecil",negative
"Aneh, padahal biasanya oke oke aja. Tapi akhir akhir ini kalo mau nonton malah gambarnya gaada, jadi suara doang sm teks sub😂 Hp saya juga ga rusak padahal",positive
TAU SENDIRI LAH,positive
